	word	surprisal	item	sent_id	sent_pos	zone	length	freq
726	on	13.6418	6	46	6	727	2	691658
727	the	8.752749999999999	6	46	7	728	3	5611464
728	back	17.552500000000002	6	46	8	729	4	41842
729	burner	38.6502	6	46	9	730	6	61
730	and	13.00375	6	46	10	731	3	2510744
731	occupied	18.78285	6	46	11	732	8	4951
732	herself	19.21195	6	46	12	733	7	5829
733	with	14.1846	6	46	13	734	4	634654
734	Sticky.	51.552350000000004	6	46	14	735	7	0
735	Abby,	35.5636	6	47	1	736	5	0
736	who	17.18535	6	47	2	737	3	155994
737	was	14.408249999999999	6	47	3	738	3	1080224
738	breathing	21.054850000000002	6	47	4	739	9	834
739	fire	16.97315	6	47	5	740	4	19528
740	all	16.00775	6	47	6	741	3	98292
741	on	13.71845	6	47	7	742	2	691658
742	account	18.14045	6	47	8	743	7	6622
743	of	12.45325	6	47	9	744	2	2750306
744	the	8.523950000000001	6	47	10	745	3	5611464
745	little	20.094450000000002	6	47	11	746	6	18277
746	snail,	40.7729	6	47	12	747	6	0
747	tried	20.2583	6	47	13	748	5	7857
748	to	12.86385	6	47	14	749	2	1988038
749	ignore	22.752299999999998	6	47	15	750	6	492
750	her,	32.8038	6	47	16	751	4	0
751	but	17.318399999999997	6	47	17	752	3	204206
752	it	15.565649999999998	6	47	18	753	2	327760
753	was	14.45205	6	47	19	754	3	1080224
754	hard	18.2136	6	47	20	755	4	7658
755	when	15.2426	6	47	21	756	4	102472
756	Mom	15.17475	6	47	22	757	3	253
757	walked	22.049300000000002	6	47	23	758	6	1460
758	over	15.900750000000002	6	47	24	759	4	100249
759	to	13.024149999999999	6	47	25	760	2	1988038
760	the	8.971	6	47	26	761	3	5611464
761	bed	21.3699	6	47	27	762	3	2402
762	and	12.95485	6	47	28	763	3	2510744
763	sat	19.76175	6	47	29	764	3	1498
764	next	16.7217	6	47	30	765	4	30720
765	to	12.87155	6	47	31	766	2	1988038
766	her.	30.8024	6	47	32	767	4	0
767	Mom,	33.79585	6	48	1	768	4	0
768	who	17.18535	6	48	2	769	3	155994
769	Abby	16.66265	6	48	3	770	4	384
770	still	18.3465	6	48	4	771	5	30479
771	strained	22.4613	6	48	5	772	8	745
772	to	12.9194	6	48	6	773	2	1988038
773	remain	20.7357	6	48	7	774	6	7146
774	upset	21.46185	6	48	8	775	5	1699
775	with,	33.058350000000004	6	48	9	776	5	0
776	had	16.3699	6	48	10	777	3	293952
777	gone	21.61015	6	48	11	778	4	3235
778	out	17.6579	6	48	12	779	3	91010
779	to	12.85655	6	48	13	780	2	1988038
780	find	20.5203	6	48	14	781	4	12416
781	her	14.1404	6	48	15	782	3	177178
782	glasses	24.04985	6	48	16	783	7	468
783	in	12.219850000000001	6	48	17	784	2	1903316
784	order	19.1743	6	48	18	785	5	23031
785	to	13.01725	6	48	19	786	2	1988038
786	search	20.0289	6	48	20	787	6	5129
787	for	14.06295	6	48	21	788	3	677963
788	Sticky	34.73445	6	48	22	789	6	126
789	more	16.6104	6	48	23	790	4	110495
790	effectively.	37.839200000000005	6	48	24	791	12	0
791	'This	51.08435	6	49	1	792	5	0
792	is	12.61475	6	49	2	793	2	514867
793	my	16.302999999999997	6	49	3	794	2	15265
794	new	16.91155	6	49	4	795	3	82079
795	and	13.00265	6	49	5	796	3	2510744
796	extra	20.9007	6	49	6	797	5	4323
797	powerful	19.78685	6	49	7	798	8	6760
798	pair	21.2338	6	49	8	799	4	7134
799	I	8.9957	6	49	9	800	1	109857
800	have	17.97305	6	49	10	801	4	164164
801	for	14.13715	6	49	11	802	3	677963
802	important	18.968249999999998	6	49	12	803	9	16488
803	occasions	23.14395	6	49	13	804	9	2718
804	like	16.8512	6	49	14	805	4	43911
805	snail	22.264699999999998	6	49	15	806	5	243
806	hunting,'	58.19215	6	49	16	807	9	0
807	she	17.8407	6	49	17	808	3	100949
808	said.	35.76985	6	49	18	809	5	0
809	She	10.225100000000001	6	50	1	810	3	45956
810	smiled	42.91445	6	50	2	811	6	69
811	at	12.23735	6	50	3	812	2	419116
812	Abby,	35.55785	6	50	4	813	5	0
813	trying	20.268	6	50	5	814	6	6005
814	to	12.86345	6	50	6	815	2	1988038
815	butter	23.093899999999998	6	50	7	816	6	387
816	her	14.218499999999999	6	50	8	817	3	177178
817	up,	35.4268	6	50	9	818	3	0
818	but	17.318399999999997	6	50	10	819	3	204206
819	Abby	16.6711	6	50	11	820	4	384
820	didn't	56.19885	6	50	12	821	6	0
821	smile	23.183799999999998	6	50	13	822	5	412
822	back.	34.715050000000005	6	50	14	823	5	0
823	Abby	16.73835	6	51	1	824	4	384
824	believed	19.834899999999998	6	51	2	825	8	14572
825	her	14.07765	6	51	3	826	3	177178
826	mom's	59.21365	6	51	4	827	5	0
827	idea	20.4187	6	51	5	828	4	11624
828	would	18.485799999999998	6	51	6	829	5	126894
829	not	15.0228	6	51	7	830	3	195742
830	succeed,	41.01505	6	51	8	831	8	0
831	but	17.318399999999997	6	51	9	832	3	204206
832	then	16.21255	6	51	10	833	4	67603
833	she	17.73735	6	51	11	834	3	100949
834	had	16.074350000000003	6	51	12	835	3	293952
835	an	13.73065	6	51	13	836	2	307522
836	idea	20.322850000000003	6	51	14	837	4	11624
837	of	12.255749999999999	6	51	15	838	2	2750306
838	her	13.61895	6	51	16	839	3	177178
839	own.	38.65095	6	51	17	840	4	0
840	'I've	65.19745	6	52	1	841	5	0
841	got	20.907	6	52	2	842	3	8715
842	a	12.18235	6	52	3	843	1	1684274
843	magnifying	42.219899999999996	6	52	4	844	10	59
844	glass,'	58.612750000000005	6	52	5	845	7	0
845	Abby	16.6819	6	52	6	846	4	384
846	suddenly	20.329900000000002	6	52	7	847	8	1767
847	remembered	21.0139	6	52	8	848	10	1675
848	and	13.0007	6	52	9	849	3	2510744
849	rushed	22.0875	6	52	10	850	6	1361
850	off	18.87015	6	52	11	851	3	40958
851	to	12.86985	6	52	12	852	2	1988038
852	find	20.5203	6	52	13	853	4	12416
853	it.	32.3009	6	52	14	854	3	8
854	On	6.160349999999999	6	53	1	855	2	80906
855	the	8.9017	6	53	2	856	3	5611464
856	floor	20.8996	6	53	3	857	5	6079
857	beside	19.792450000000002	6	53	4	858	6	905
858	each	16.2116	6	53	5	859	4	40694
859	other	15.78495	6	53	6	860	5	114381
860	they	19.01775	6	53	7	861	4	136170
861	sat,	38.730850000000004	6	53	8	862	4	0
862	shuffling	58.7671	6	53	9	863	9	55
863	around	16.00205	6	53	10	864	6	43700
864	the	8.8562	6	53	11	865	3	5611464
865	tank,	40.2756	6	53	12	866	5	0
866	looking	21.19725	6	53	13	867	7	5153
867	all	16.13405	6	53	14	868	3	98292
868	over	15.848400000000002	6	53	15	869	4	100249
869	the	8.882100000000001	6	53	16	870	3	5611464
870	place	19.4599	6	53	17	871	5	34479
871	and	13.2433	6	53	18	872	3	2510744
872	peering	41.52275	6	53	19	873	7	34
873	into	16.73585	6	53	20	874	4	124034
874	the	8.9012	6	53	21	875	3	5611464
875	corners	22.55715	6	53	22	876	7	912
876	among	17.11135	6	53	23	877	5	24817
877	the	8.7933	6	53	24	878	3	5611464
878	big	19.5386	6	53	25	879	3	5775
879	pebbles	44.85155	6	53	26	880	7	85
880	and	13.00155	6	53	27	881	3	2510744
881	the	8.86945	6	53	28	882	3	5611464
882	pond	21.108150000000002	6	53	29	883	4	461
883	weed.	41.43115	6	53	30	884	5	0
884	Abby	16.73835	6	54	1	885	4	384
885	tried	20.144	6	54	2	886	5	7857
886	to	12.86385	6	54	3	887	2	1988038
887	imagine,	40.900400000000005	6	54	4	888	8	0
888	if	17.4837	6	54	5	889	2	34963
889	she	17.59705	6	54	6	890	3	100949
890	were	18.29225	6	54	7	891	4	356521
891	Sticky,	53.3441	6	54	8	892	7	0
892	a	12.5953	6	54	9	893	1	1684274
893	little	20.09695	6	54	10	894	6	18277
894	water	19.1142	6	54	11	895	5	25742
895	snail,	40.84695	6	54	12	896	6	0
896	where	17.01035	6	54	13	897	5	74655
897	would	18.391849999999998	6	54	14	898	5	126894
898	she	17.9071	6	54	15	899	3	100949
899	hide	22.4344	6	54	16	900	4	1124
900	out?	46.8761	6	54	17	901	4	0
901	At	7.40665	6	54	18	902	2	44276
902	one	14.8003	6	54	19	903	3	164177
903	point	20.8052	6	54	20	904	5	23710
904	she	18.011200000000002	6	54	21	905	3	100949
905	thought	19.9358	6	54	22	906	7	17743
906	she	17.742800000000003	6	54	23	907	3	100949
907	saw	18.5342	6	54	24	908	3	16323
908	him,	35.46325	6	54	25	909	4	0
909	but	17.318399999999997	6	54	26	910	3	204206
910	it	15.565649999999998	6	54	27	911	2	327760
911	wasn't	56.6947	6	54	28	912	6	0
912	the	9.09755	6	54	29	913	3	5611464
913	water	18.9654	6	54	30	914	5	25742
914	snail.	38.97065	6	54	31	915	6	0
915	It	6.88535	6	55	1	916	2	119805
916	was	14.3941	6	55	2	917	3	1080224
917	a	12.229800000000001	6	55	3	918	1	1684274
918	large	16.692999999999998	6	55	4	919	5	36270
919	speck	36.8133	6	55	5	920	5	8
920	of	12.4835	6	55	6	921	2	2750306
921	dust	21.911250000000003	6	55	7	922	4	1442
922	that	16.26345	6	55	8	923	4	682579
923	was	14.50295	6	55	9	924	3	1080224
924	deceptively	58.867599999999996	6	55	10	925	11	82
925	bobbing	42.0048	6	55	11	926	7	32
926	around	16.0274	6	55	12	927	6	43700
927	in	12.088650000000001	6	55	13	928	2	1903316
928	the	8.73215	6	55	14	929	3	5611464
929	water	18.9654	6	55	15	930	5	25742
930	like	17.0155	6	55	16	931	4	43911
931	a	12.1999	6	55	17	932	1	1684274
932	live	17.552599999999998	6	55	18	933	4	16186
933	animal.	37.0856	6	55	19	934	7	0
934	They	11.8413	6	56	1	935	4	40130
935	were	18.147	6	56	2	936	4	356521
936	ready	21.484650000000002	6	56	3	937	5	3585
937	to	12.9081	6	56	4	938	2	1988038
938	call	18.981749999999998	6	56	5	939	4	7054
939	it	15.496949999999998	6	56	6	940	2	327760
940	quits,	54.9299	6	56	7	941	6	0
941	when	15.390699999999999	6	56	8	942	4	102472
942	suddenly	20.1836	6	56	9	943	8	1767
943	Mom	15.293800000000001	6	56	10	944	3	253
944	cried,	41.7353	6	56	11	945	6	0
945	'Ah	43.693	6	56	12	946	3	0
946	ha!'	67.94935	6	56	13	947	4	0
947	Tucked	36.418350000000004	6	56	14	948	6	0
948	in	11.85145	6	56	15	949	2	1903316
949	a	12.1353	6	56	16	950	1	1684274
950	curve	20.897550000000003	6	56	17	951	5	1388
951	of	12.3828	6	56	18	952	2	2750306
952	the	8.523950000000001	6	56	19	953	3	5611464
953	archway,	59.4932	6	56	20	954	8	0
954	perfectly	20.92475	6	56	21	955	9	1199
955	hidden	20.34085	6	56	22	956	6	2199
956	against	17.02235	6	56	23	957	7	66599
957	a	12.22455	6	56	24	958	1	1684274
958	pitch	21.95975	6	56	25	959	5	3427
959	dark	20.085549999999998	6	56	26	960	4	6904
960	stone,	38.6456	6	56	27	961	6	0
961	sat	20.01795	6	56	28	962	3	1498
962	Mr.	28.68185	6	56	29	963	3	5548
963	Sticky,	53.138850000000005	6	57	1	964	7	0
964	safe	21.969749999999998	6	57	2	965	4	2441
965	and	13.056149999999999	6	57	3	966	3	2510744
966	sound.	34.47635	6	57	4	967	6	0
967	'You,	68.45410000000001	6	58	1	968	5	0
968	I	9.1033	6	58	2	969	1	109857
969	can	16.45675	6	58	3	970	3	60795
970	always	18.6241	6	58	4	971	6	9429
971	count	21.65815	6	58	5	972	5	1865
972	on,'	51.537949999999995	6	58	6	973	4	0
973	Abby	16.6819	6	58	7	974	4	384
974	said	19.0502	6	58	8	975	4	56426
975	to	12.8503	6	58	9	976	2	1988038
976	her	13.99895	6	58	10	977	3	177178
977	mom,	42.94305	6	58	11	978	4	0
978	with	14.331	6	58	12	979	4	634654
979	relief.	38.2154	6	58	13	980	7	0
980	Then	12.57555	6	59	1	981	4	2819
981	she	17.747	6	59	2	982	3	100949
982	noticed	21.4884	6	59	3	983	7	1614
983	another	17.282449999999997	6	59	4	984	7	35008
984	water	19.15485	6	59	5	985	5	25742
985	snail	22.15935	6	59	6	986	5	243
986	was	14.4483	6	59	7	987	3	1080224
987	right	18.65465	6	59	8	988	5	20942
988	next	17.0714	6	59	9	989	4	30720
989	to	12.87155	6	59	10	990	2	1988038
990	Sticky	34.67795	6	59	11	991	6	126
991	and	13.5948	6	59	12	992	3	2510744
992	asked	18.77495	6	59	13	993	5	11868
993	where	16.774549999999998	6	59	14	994	5	74655
994	this	16.152	6	59	15	995	4	146224
995	new	16.94605	6	59	16	996	3	82079
996	addition	18.86665	6	59	17	997	8	17618
997	to	12.916450000000001	6	59	18	998	2	1988038
998	the	8.971	6	59	19	999	3	5611464
999	family	17.828699999999998	6	59	20	1000	6	32663
1000	could	19.79695	6	59	21	1001	5	54183
1001	have	17.4086	6	59	22	1002	4	164164
1002	come	20.12295	6	59	23	1003	4	12335
1003	from.	31.733649999999997	6	59	24	1004	5	0
1004	'I'm	63.902950000000004	6	60	1	1005	4	0
1005	beginning	17.54035	6	60	2	1006	9	12023
1006	to	12.8744	6	60	3	1007	2	1988038
1007	suspect	21.628999999999998	6	60	4	1008	7	1097
1008	the	9.1486	6	60	5	1009	3	5611464
1009	pond	21.108150000000002	6	60	6	1010	4	461
1010	weed	24.59885	6	60	7	1011	4	154
1011	is	12.5838	6	60	8	1012	2	514867
1012	guilty,	40.8715	6	60	9	1013	7	0
1013	don't	55.30345	6	60	10	1014	5	0
1014	you	18.2561	6	60	11	1015	3	27690
1015	think?'	69.37945	6	60	12	1016	7	0
1016	replied	22.4683	6	60	13	1017	7	2057
1017	Mom.	31.7243	6	60	14	1018	4	0
1018	They	11.8413	6	61	1	1019	4	40130
1019	both	15.639700000000001	6	61	2	1020	4	61675
1020	laughed	24.192999999999998	6	61	3	1021	7	223
1021	and	12.92885	6	61	4	1022	3	2510744
1022	climbed	20.22775	6	61	5	1023	7	890
1023	into	16.60865	6	61	6	1024	4	124034
1024	Abby's	51.61015	6	61	7	1025	6	0
1025	bed	21.529899999999998	6	61	8	1026	3	2402
1026	together	19.03465	6	61	9	1027	8	17201
1027	and,	31.73455	6	61	10	1028	4	0
1028	though	18.944699999999997	6	61	11	1029	6	24355
1029	it	15.4299	6	61	12	1030	2	327760
1030	was	14.45205	6	61	13	1031	3	1080224
1031	cozy,	57.066100000000006	6	61	14	1032	5	0
1032	it	15.6994	6	61	15	1033	2	327760
1033	was	14.45205	6	61	16	1034	3	1080224
1034	a	12.229800000000001	6	61	17	1035	1	1684274
1035	bit	23.373350000000002	6	61	18	1036	3	4066
1036	of	12.39215	6	61	19	1037	2	2750306
1037	a	11.9937	6	61	20	1038	1	1684274
1038	squeeze.	56.75095	6	61	21	1039	8	0
1039	'Budge	52.59355	6	62	1	1040	6	0
1040	up,'	54.91205	6	62	2	1041	4	0
1041	Mom	15.113199999999999	6	62	3	1042	3	253
1042	said,	37.80495	6	62	4	1043	5	0
1043	giving	18.93895	6	62	5	1044	6	8322
1044	Abby	16.6447	6	62	6	1045	4	384
1045	a	12.34895	6	62	7	1046	1	1684274
1046	push	19.749200000000002	6	62	8	1047	4	1956
1047	with	14.3555	6	62	9	1048	4	634654
1048	her	13.81515	6	62	10	1049	3	177178
1049	bottom.	37.503	6	62	11	1050	7	0
1050	'I	28.49555	6	63	1	1051	2	11
1051	can't	51.28535	6	63	2	1052	5	0
1052	because	18.0888	6	63	3	1053	7	44534
1053	I'm	44.5597	6	63	4	1054	3	0
1054	already	18.3468	6	63	5	1055	7	11604
1055	on	13.679549999999999	6	63	6	1056	2	691658
1056	the	8.752749999999999	6	63	7	1057	3	5611464
1057	edge.'	55.1691	6	63	8	1058	6	0
1058	'Good	48.32895	6	63	9	1059	5	0
1059	heavens,	40.88545	6	63	10	1060	8	0
1060	you've	55.4365	6	63	11	1061	6	0
1061	grown	21.0721	6	63	12	1062	5	2758
1062	then.	33.13565	6	63	13	1063	5	0
1063	When	8.0527	6	64	1	1064	4	34061
1064	did	18.023699999999998	6	64	2	1065	3	53815
1065	that	16.36135	6	64	3	1066	4	682579
1066	happen?	52.4702	6	64	4	1067	7	0
1067	You	11.90875	6	64	5	1068	3	15543
1068	could've	56.72225	6	64	6	1069	8	0
1069	put	18.5822	6	64	7	1070	3	15071
1070	an	13.83435	6	64	8	1071	2	307522
1071	elephant	21.77935	6	64	9	1072	8	756
1072	in	12.117899999999999	6	64	10	1073	2	1903316
1073	here	17.962049999999998	6	64	11	1074	4	5926
1074	last	18.0519	6	64	12	1075	4	30260
1075	time	20.48475	6	64	13	1076	4	124921
1076	we	17.503700000000002	6	64	14	1077	2	24016
1077	did	17.8677	6	64	15	1078	3	53815
1078	this.	33.0081	6	64	16	1079	5	0
1079	Before	9.454699999999999	6	65	1	1080	6	7079
1080	I	8.92155	6	65	2	1081	1	109857
1081	know	20.988599999999998	6	65	3	1082	4	8560
1082	it,	34.282300000000006	6	65	4	1083	3	0
1083	you'll	40.0987	6	65	5	1084	6	0
1084	be	18.28685	6	65	6	1085	2	235932
1085	all	15.986450000000001	6	65	7	1086	3	98292
1086	grown	21.14105	6	65	8	1087	5	2758
1087	up.'	52.776849999999996	6	65	9	1088	4	0
1088	On	6.13195	6	65	10	1089	2	80906
1089	her	14.05105	6	65	11	1090	3	177178
1090	mom's	59.21365	6	65	12	1091	5	0
1091	chest	21.976399999999998	6	65	13	1092	5	1634
1092	Abby	16.6384	6	65	14	1093	4	384
1093	then	16.26445	6	65	15	1094	4	67603
1094	put	18.701900000000002	6	65	16	1095	3	15071
1095	her	14.027	6	65	17	1096	3	177178
1096	head	18.0062	6	65	18	1097	4	19105
1097	and	13.038	6	65	19	1098	3	2510744
1098	smiled.	59.67715	6	65	20	1099	7	0
0	The	2.50755	7	1	1	1	3	857972
1	text	19.94675	7	1	2	2	4	5050
2	message	21.82555	7	1	3	3	7	4091
3	said	19.237000000000002	7	1	4	4	4	56426
4	that	16.2552	7	1	5	5	4	682579
5	Lucy	15.20305	7	1	6	6	4	1123
6	Josephs	26.580750000000002	7	1	7	7	7	9
7	was	14.64045	7	1	8	8	3	1080224
8	a	12.229800000000001	7	1	9	9	1	1684274
9	failure.	35.98065	7	1	10	10	8	0
10	It	6.88535	7	2	1	11	2	119805
11	said	19.12645	7	2	2	12	4	56426
12	she	17.75495	7	2	3	13	3	100949
13	was	14.36165	7	2	4	14	3	1080224
14	ugly,	41.931349999999995	7	2	5	15	5	0
15	had	16.3699	7	2	6	16	3	293952
16	no	15.996300000000002	7	2	7	17	2	58610
17	style	19.204250000000002	7	2	8	18	5	18612
18	and	13.093250000000001	7	2	9	19	3	2510744
19	the	8.86945	7	2	10	20	3	5611464
20	world	17.3696	7	2	11	21	5	30503
21	hated	22.1127	7	2	12	22	5	523
22	her.	30.861649999999997	7	2	13	23	4	0
23	At	7.39785	7	3	1	24	2	44276
24	least	20.13625	7	3	2	25	5	15362
25	that	16.389049999999997	7	3	3	26	4	682579
26	was	14.50295	7	3	4	27	3	1080224
27	what	17.26565	7	3	5	28	4	34619
28	it	15.503799999999998	7	3	6	29	2	327760
29	said	19.13145	7	3	7	30	4	56426
30	to	12.8503	7	3	8	31	2	1988038
31	Lucy.	31.9707	7	3	9	32	5	0
32	It	6.88535	7	4	1	33	2	119805
33	said	19.12645	7	4	2	34	4	56426
34	that	16.2552	7	4	3	35	4	682579
35	and	13.230599999999999	7	4	4	36	3	2510744
36	a	12.06315	7	4	5	37	1	1684274
37	whole	22.48985	7	4	6	38	5	8698
38	lot	22.46345	7	4	7	39	3	6346
39	more	16.659399999999998	7	4	8	40	4	110495
40	that	16.34555	7	4	9	41	4	682579
41	she	17.7013	7	4	10	42	3	100949
42	was	14.36165	7	4	11	43	3	1080224
43	struggling	20.2684	7	4	12	44	10	1216
44	to	12.76055	7	4	13	45	2	1988038
45	understand.	38.66565	7	4	14	46	11	0
46	The	2.4707	7	5	1	47	3	857972
47	actual	19.55405	7	5	2	48	6	3795
48	text	19.8138	7	5	3	49	4	5050
49	of	12.45415	7	5	4	50	2	2750306
50	the	8.523950000000001	7	5	5	51	3	5611464
51	note	19.63375	7	5	6	52	4	4295
52	said	19.15325	7	5	7	53	4	56426
53	that	16.2552	7	5	8	54	4	682579
54	Lucy	15.20305	7	5	9	55	4	1123
55	better	19.8472	7	5	10	56	6	12639
56	not	15.28925	7	5	11	57	3	195742
57	show	18.580350000000003	7	5	12	58	4	38203
58	up	17.02845	7	5	13	59	2	92163
59	at	12.216	7	5	14	60	2	419116
60	the	8.82745	7	5	15	61	3	5611464
61	party	19.9192	7	5	16	62	5	15988
62	tonight,	40.81015	7	5	17	63	8	0
63	because	18.3553	7	5	18	64	7	44534
64	it	15.39955	7	5	19	65	2	327760
65	was	14.45205	7	5	20	66	3	1080224
66	going	20.42635	7	5	21	67	5	12566
67	to	12.875399999999999	7	5	22	68	2	1988038
68	be	17.8615	7	5	23	69	2	235932
69	bad	19.9712	7	5	24	70	3	4717
70	enough	21.74885	7	5	25	71	6	12649
71	already!	47.6896	7	5	26	72	8	0
72	Lucy,	34.0831	7	5	27	73	5	0
73	who	17.18535	7	5	28	74	3	155994
74	had	16.1329	7	5	29	75	3	293952
75	started	17.34525	7	5	30	76	7	17682
76	receiving	19.85885	7	5	31	77	9	4820
77	these	17.7025	7	5	32	78	5	47243
78	messages	22.4506	7	5	33	79	8	1463
79	a	12.61435	7	5	34	80	1	1684274
80	few	19.1961	7	5	35	81	3	25433
81	weeks	21.4809	7	5	36	82	5	15920
82	ago,	40.187349999999995	7	5	37	83	4	0
83	tapped	24.05355	7	5	38	84	6	217
84	the	9.0503	7	5	39	85	3	5611464
85	mobile	20.195050000000002	7	5	40	86	6	2244
86	screen	18.76745	7	5	41	87	6	6517
87	to	13.10325	7	5	42	88	2	1988038
88	make	18.7226	7	5	43	89	4	31013
89	the	8.9891	7	5	44	90	3	5611464
90	message	21.5169	7	5	45	91	7	4091
91	disappear	22.886699999999998	7	5	46	92	9	463
92	from	14.84225	7	5	47	93	4	433874
93	view.	36.6445	7	5	48	94	5	0
94	She	10.225100000000001	7	6	1	95	3	45956
95	only	17.1624	7	6	2	96	4	94174
96	wished	21.69345	7	6	3	97	6	1869
97	it	15.6111	7	6	4	98	2	327760
98	was	14.45205	7	6	5	99	3	1080224
99	as	13.04245	7	6	6	100	2	677897
100	easy	20.8831	7	6	7	101	4	2914
101	to	12.927150000000001	7	6	8	102	2	1988038
102	tap	21.38295	7	6	9	103	3	378
103	her	13.95115	7	6	10	104	3	177178
104	heart	20.0135	7	6	11	105	5	6098
105	and	13.0169	7	6	12	106	3	2510744
106	erase	20.8782	7	6	13	107	5	146
107	the	9.15995	7	6	14	108	3	5611464
108	trace	20.74795	7	6	15	109	5	924
109	the	9.24545	7	6	16	110	3	5611464
110	message	21.5169	7	6	17	111	7	4091
111	had	16.40815	7	6	18	112	3	293952
112	left	17.98395	7	6	19	113	4	35755
113	there.	32.0279	7	6	20	114	6	0
114	'Was	48.35155	7	7	1	115	4	0
115	that	16.03395	7	7	2	116	4	682579
116	another	17.4058	7	7	3	117	7	35008
117	one	14.85525	7	7	4	118	3	164177
118	of	12.4786	7	7	5	119	2	2750306
119	those	17.24025	7	7	6	120	5	31043
120	messages?'	71.00885	7	7	7	121	10	0
121	her	14.1594	7	7	8	122	3	177178
122	mom	24.23755	7	7	9	123	3	203
123	asked,	37.787949999999995	7	7	10	124	6	0
124	who	17.18535	7	7	11	125	3	155994
125	was	14.408249999999999	7	7	12	126	3	1080224
126	driving	20.40025	7	7	13	127	7	3882
127	the	8.90945	7	7	14	128	3	5611464
128	car.	36.996700000000004	7	7	15	129	4	0
129	Lucy	15.2376	7	8	1	130	4	1123
130	confirmed	18.321599999999997	7	8	2	131	9	6636
131	her	13.9696	7	8	3	132	3	177178
132	mother's	53.25595	7	8	4	133	8	0
133	suspicion	21.92735	7	8	5	134	9	776
134	was	14.475950000000001	7	8	6	135	3	1080224
135	founded	18.68225	7	8	7	136	7	7182
136	as	12.8316	7	8	8	137	2	677897
137	she	17.750999999999998	7	8	9	138	3	100949
138	answered	23.1955	7	8	10	139	8	794
139	dejectedly,	87.97890000000001	7	8	11	140	11	0
140	'I'm	63.61125	7	8	12	141	4	0
141	sorry	22.517650000000003	7	8	13	142	5	408
142	to	12.9513	7	8	14	143	2	1988038
143	say	20.7742	7	8	15	144	3	6626
144	it	15.50085	7	8	16	145	2	327760
145	was.'	50.36095	7	8	17	146	5	0
146	'Haven't	85.97874999999999	7	8	18	147	8	0
147	you	18.2561	7	8	19	148	3	27690
148	reported	17.81655	7	8	20	149	8	19971
149	it	15.3447	7	8	21	150	2	327760
150	yet?'	68.74885	7	8	22	151	5	0
151	asked	19.00375	7	8	23	152	5	11868
152	Jill,	34.8621	7	8	24	153	5	0
153	Lucy's	50.2007	7	8	25	154	6	0
154	older	18.30415	7	8	26	155	5	6395
155	sister	19.9991	7	8	27	156	6	8366
156	who	16.868650000000002	7	8	28	157	3	155994
157	was	14.408249999999999	7	8	29	158	3	1080224
158	sitting	19.7621	7	8	30	159	7	2202
159	in	11.8585	7	8	31	160	2	1903316
160	the	8.73215	7	8	32	161	3	5611464
161	passenger	20.00535	7	8	33	162	9	3303
162	seat.	39.30325	7	8	34	163	5	0
163	'Yes,'	85.03415	7	9	1	164	6	0
164	Lucy	15.25995	7	9	2	165	4	1123
165	replied,	41.0081	7	9	3	166	8	0
166	lying	20.424	7	9	4	167	5	2157
167	through	15.931049999999999	7	9	5	168	7	66920
168	her	13.89065	7	9	6	169	3	177178
169	teeth.	38.4067	7	9	7	170	6	0
170	That	10.8775	7	10	1	171	4	11528
171	Lucy	15.32615	7	10	2	172	4	1123
172	should	18.73415	7	10	3	173	6	19040
173	not	15.0673	7	10	4	174	3	195742
174	let	19.608249999999998	7	10	5	175	3	4442
175	the	9.1325	7	10	6	176	3	5611464
176	messages	22.5826	7	10	7	177	8	1463
177	get	20.258650000000003	7	10	8	178	3	16025
178	to	12.98525	7	10	9	179	2	1988038
179	her	13.99895	7	10	10	180	3	177178
180	and	13.155850000000001	7	10	11	181	3	2510744
181	that	16.0852	7	10	12	182	4	682579
182	the	9.0549	7	10	13	183	3	5611464
183	sender	39.31315	7	10	14	184	6	23
184	was	14.38055	7	10	15	185	3	1080224
185	only	17.1122	7	10	16	186	4	94174
186	jealous	23.0606	7	10	17	187	7	536
187	were	18.48735	7	10	18	188	4	356521
188	Lucy's	50.12185	7	10	19	189	6	0
189	mom's	59.241	7	10	20	190	5	0
190	arguments,	39.51135	7	10	21	191	10	0
191	in	12.18115	7	10	22	192	2	1903316
192	an	13.6949	7	10	23	193	2	307522
193	effort	22.4202	7	10	24	194	6	7691
194	to	13.0059	7	10	25	195	2	1988038
195	comfort	22.2967	7	10	26	196	7	711
196	her	14.1345	7	10	27	197	3	177178
197	daughter.	36.0452	7	10	28	198	9	0
198	Lucy's	50.082350000000005	7	11	1	199	6	0
199	mom	24.264850000000003	7	11	2	200	3	203
200	suddenly	20.2905	7	11	3	201	8	1767
201	felt	20.63575	7	11	4	202	4	19834
202	guilty,	40.896	7	11	5	203	7	0
203	for	14.19035	7	11	6	204	3	677963
204	she	17.77515	7	11	7	205	3	100949
205	had	16.074350000000003	7	11	8	206	3	293952
206	been	17.847450000000002	7	11	9	207	4	152863
207	the	9.07605	7	11	10	208	3	5611464
208	one	14.87595	7	11	11	209	3	164177
209	to	12.9908	7	11	12	210	2	1988038
210	buy	22.55395	7	11	13	211	3	2566
211	the	9.0503	7	11	14	212	3	5611464
212	phone	21.87035	7	11	15	213	5	2323
213	for	14.085	7	11	16	214	3	677963
214	Lucy	15.293099999999999	7	11	17	215	4	1123
215	just	17.988999999999997	7	11	18	216	4	32345
