	word	surprisal	item	sent_id	sent_pos	zone	length	freq
394	Abby	17.0469	6	23	2	395	4	214
395	asked	11.897200000000002	6	23	3	396	5	23523
396	first	12.14375	6	23	4	397	5	106009
397	thing	10.8247	6	23	5	398	5	44513
398	when	11.0009	6	23	6	399	4	165726
399	she	6.8065999999999995	6	23	7	400	3	209642
400	came	10.6973	6	23	8	401	4	54853
401	home	12.4287	6	23	9	402	4	34265
402	from	10.32075	6	23	10	403	4	307845
403	school.	22.363349999999997	6	23	11	404	7	5380
404	'On	19.031100000000002	6	24	1	405	3	64
405	the	6.01975	6	24	2	406	3	4187023
406	side,'	30.7489	6	24	3	407	6	1
407	Mom	12.27455	6	24	4	408	3	1572
408	replied.	24.075499999999998	6	24	5	409	8	392
409	And	5.4799500000000005	6	25	1	410	3	234764
410	then	7.39665	6	25	2	411	4	111897
411	she	7.507	6	25	3	412	3	209642
412	added,	22.70505	6	25	4	413	6	731
413	'Don't	22.62405	6	25	5	414	6	86
414	worry.	19.64225	6	25	6	415	6	3447
415	I	4.24545	6	26	1	416	1	1412272
416	went	10.29575	6	26	2	417	4	55938
417	extra	17.18195	6	26	3	418	5	4446
418	slowly	14.3087	6	26	4	419	6	3719
419	since	13.594899999999999	6	26	5	420	5	29336
420	it's	13.5669	6	26	6	421	4	164563
421	better	14.893049999999999	6	26	7	422	6	35862
422	to	8.492450000000002	6	26	8	423	2	2148027
423	be	8.6739	6	26	9	424	2	438564
424	safe	12.98765	6	26	10	425	4	5424
425	than	11.28125	6	26	11	426	4	90620
426	sorry.'	31.29835	6	26	12	427	7	6
427	Abby	17.15385	6	26	13	428	4	214
428	looked	12.32415	6	26	14	429	6	21641
429	on	8.51345	6	26	15	430	2	560861
430	all	9.42925	6	26	16	431	3	272314
431	sides	13.81335	6	26	17	432	5	3252
432	of	5.53875	6	26	18	433	2	2057315
433	the	6.865349999999999	6	26	19	434	3	4187023
434	tank,	23.384349999999998	6	26	20	435	5	142
435	but	6.92975	6	26	21	436	3	262599
436	there	8.0852	6	26	22	437	5	172849
437	was	9.44425	6	26	23	438	3	865130
438	no	8.695450000000001	6	26	24	439	2	152559
439	sign	13.1338	6	26	25	440	4	6754
440	of	5.16555	6	26	26	441	2	2057315
441	the	6.865349999999999	6	26	27	442	3	4187023
442	water	11.070049999999998	6	26	28	443	5	22590
443	snail	16.9332	6	26	29	444	5	203
444	that	7.738049999999999	6	26	30	445	4	914941
445	she	8.67885	6	26	31	446	3	209642
446	had	9.2661	6	26	32	447	3	276988
447	discovered	16.497	6	26	33	448	10	5316
448	a	7.10735	6	26	34	449	1	1933416
449	couple	11.00615	6	26	35	450	6	11972
450	of	4.48775	6	26	36	451	2	2057315
451	days	14.332799999999999	6	26	37	452	4	17994
452	ago.	20.759349999999998	6	26	38	453	4	7620
453	She	6.772550000000001	6	27	1	454	3	96180
454	was	7.6261	6	27	2	455	3	865130
455	very	10.9205	6	27	3	456	4	126830
456	sad.	20.7227	6	27	4	457	4	921
457	Her	10.0487	6	28	1	458	3	12887
458	mom	11.374649999999999	6	28	2	459	3	4557
459	said	10.47875	6	28	3	460	4	125616
460	to	8.769400000000001	6	28	4	461	2	2148027
461	wait	10.377600000000001	6	28	5	462	4	14468
462	a	6.04185	6	28	6	463	1	1933416
463	few	9.90485	6	28	7	464	3	30257
464	hours	11.395900000000001	6	28	8	465	5	9156
465	until	11.42205	6	28	9	466	5	38280
466	the	6.0028500000000005	6	28	10	467	3	4187023
467	water	11.070049999999998	6	28	11	468	5	22590
468	clears	16.72775	6	28	12	469	6	186
469	to	10.536449999999999	6	28	13	470	2	2148027
470	take	9.52805	6	28	14	471	4	92523
471	another	10.78895	6	28	15	472	7	43267
472	careful	15.1953	6	28	16	473	7	4356
473	look.	16.69595	6	28	17	474	5	3930
474	That	6.99935	6	29	1	475	4	57508
475	evening,	21.30945	6	29	2	476	8	1841
476	Abby	14.6634	6	29	3	477	4	214
477	went	12.18085	6	29	4	478	4	55938
478	up	10.515799999999999	6	29	5	479	2	184030
479	to	9.53665	6	29	6	480	2	2148027
480	her	10.176649999999999	6	29	7	481	3	234253
481	bedroom	16.0332	6	29	8	482	7	1224
482	to	8.5882	6	29	9	483	2	2148027
483	check	12.20975	6	29	10	484	5	7928
484	the	6.60745	6	29	11	485	3	4187023
485	tank	15.666599999999999	6	29	12	486	4	1114
486	again.	20.67355	6	29	13	487	6	19753
487	The	6.462400000000001	6	30	1	488	3	484810
488	water	11.24695	6	30	2	489	5	22590
489	had	11.1211	6	30	3	490	3	276988
490	settled	15.9707	6	30	4	491	7	3056
491	and	5.2721	6	30	5	492	3	2001994
492	looked	13.43595	6	30	6	493	6	21641
493	clear,	20.0651	6	30	7	494	6	961
494	but	6.92975	6	30	8	495	3	262599
495	Abby	16.448999999999998	6	30	9	496	4	214
496	could	10.0252	6	30	10	497	5	118093
497	not	8.29445	6	30	11	498	3	379396
498	see	10.7534	6	30	12	499	3	141500
499	Mr.	16.77955	6	30	13	500	3	39623
500	Sticky.	30.448050000000002	6	31	1	501	7	2
501	Abby	17.036099999999998	6	32	1	502	4	214
502	kneeled	36.549949999999995	6	32	2	503	7	39
503	down	9.659199999999998	6	32	3	504	4	80603
504	to	8.824300000000001	6	32	4	505	2	2148027
505	have	9.435400000000001	6	32	5	506	4	464662
506	another	11.962299999999999	6	32	6	507	7	43267
507	look	9.3034	6	32	7	508	4	74437
508	in	8.077449999999999	6	32	8	509	2	1489991
509	the	5.56475	6	32	9	510	3	4187023
510	tank	15.666599999999999	6	32	10	511	4	1114
511	that	7.56625	6	32	11	512	4	914941
512	her	11.797550000000001	6	32	12	513	3	234253
513	mom	12.189499999999999	6	32	13	514	3	4557
514	had	11.067	6	32	14	515	3	276988
515	cleared	16.51795	6	32	15	516	7	1434
516	so	8.9389	6	32	16	517	2	222473
517	thoroughly,	22.830399999999997	6	32	17	518	11	67
518	but	6.92975	6	32	18	519	3	262599
519	Mr.	17.08155	6	32	19	520	3	39623
520	Sticky	23.5181	6	33	1	521	6	32
521	was	10.00615	6	33	2	522	3	865130
522	still	11.9193	6	33	3	523	5	58667
523	nowhere	17.6188	6	33	4	524	7	1315
524	to	6.802	6	33	5	525	2	2148027
525	be	8.6739	6	33	6	526	2	438564
526	found.	21.92935	6	33	7	527	6	1293
527	Abby	17.036099999999998	6	34	1	528	4	214
528	was	9.173449999999999	6	34	2	529	3	865130
529	a	7.3766	6	34	3	530	1	1933416
530	bundle	14.65465	6	34	4	531	6	719
531	of	5.38835	6	34	5	532	2	2057315
532	nerves	18.095399999999998	6	34	6	533	6	707
533	as	10.69385	6	34	7	534	2	438309
534	she	8.96795	6	34	8	535	3	209642
535	descended	16.9462	6	34	9	536	9	804
536	the	6.0543	6	34	10	537	3	4187023
537	stairs.	21.8667	6	34	11	538	7	555
538	In	8.10275	6	35	1	539	2	146718
539	the	4.77985	6	35	2	540	3	4187023
540	study,	20.66055	6	35	3	541	6	681
541	surrounded	16.95395	6	35	4	542	10	2065
542	by	7.235799999999999	6	35	5	543	2	302746
543	books	15.58345	6	35	6	544	5	7374
544	and	5.248200000000001	6	35	7	545	3	2001994
545	papers,	25.37275	6	35	8	546	7	493
546	her	11.679400000000001	6	35	9	547	3	234253
547	mom	12.189499999999999	6	35	10	548	3	4557
548	was	9.9247	6	35	11	549	3	865130
549	working	14.353100000000001	6	35	12	550	7	17857
550	and	5.36575	6	35	13	551	3	2001994
551	she	8.12935	6	35	14	552	3	209642
552	looked	11.452100000000002	6	35	15	553	6	21641
553	impatient	19.44325	6	35	16	554	9	401
554	when	10.297899999999998	6	35	17	555	4	165726
555	she	6.8065999999999995	6	35	18	556	3	209642
556	saw	12.02805	6	35	19	557	3	33810
557	Abby	15.4366	6	35	20	558	4	214
558	in	9.0726	6	35	21	559	2	1489991
559	the	5.56475	6	35	22	560	3	4187023
560	doorway	16.3568	6	35	23	561	7	614
561	and	5.4998000000000005	6	35	24	562	3	2001994
562	even	11.99915	6	35	25	563	4	62426
563	more	8.76575	6	35	26	564	4	128373
564	worried	16.1901	6	35	27	565	7	3924
565	when	9.63925	6	35	28	566	4	165726
566	she	6.8065999999999995	6	35	29	567	3	209642
567	heard	12.7453	6	35	30	568	5	25188
568	the	6.47015	6	35	31	569	3	4187023
569	bad	12.6889	6	35	32	570	3	19385
570	news.	19.05185	6	35	33	571	5	2209
571	'He'll	28.88145	6	36	1	572	6	4
572	turn	12.262699999999999	6	36	2	573	4	19127
573	up,'	27.979999999999997	6	36	3	574	4	14
574	Mom	12.27455	6	36	4	575	3	1572
575	said,	18.44545	6	36	5	576	5	20768
576	and	6.195	6	36	6	577	3	2001994
577	that	7.2751	6	36	7	578	4	914941
578	was	9.51815	6	36	8	579	3	865130
579	that.	15.4245	6	36	9	580	5	49082
580	Then,	14.97295	6	37	1	581	5	3770
581	to	10.2914	6	37	2	582	2	2148027
582	add	14.0381	6	37	3	583	3	5111
583	fuel	18.49225	6	37	4	584	4	1696
584	to	8.56345	6	37	5	585	2	2148027
585	the	6.739750000000001	6	37	6	586	3	4187023
586	flames,	22.719549999999998	6	37	7	587	7	104
587	she	8.09955	6	37	8	588	3	209642
588	raised	15.10065	6	37	9	589	6	5665
589	her	9.2125	6	37	10	590	3	234253
590	tone	15.700299999999999	6	37	11	591	4	2144
591	of	6.28055	6	37	12	592	2	2057315
592	voice	16.65805	6	37	13	593	5	10447
593	and	6.74295	6	37	14	594	3	2001994
594	said	12.3745	6	37	15	595	4	125616
595	dismissively,	38.45375	6	37	16	596	13	0
596	'For	19.2424	6	37	17	597	4	64
597	the	4.6746	6	37	18	598	3	4187023
598	time	10.437899999999999	6	37	19	599	4	101235
599	being,	21.23355	6	37	20	600	6	751
600	go	10.5739	6	37	21	601	2	152253
601	to	8.449950000000001	6	37	22	602	2	2148027
602	bed,	22.19085	6	37	23	603	4	1719
603	Abby.	20.7566	6	37	24	604	5	156
604	I've	13.421700000000001	6	38	1	605	4	65468
605	got	9.689250000000001	6	38	2	606	3	154110
606	masses	17.711199999999998	6	38	3	607	6	661
607	of	4.16955	6	38	4	608	2	2057315
608	work	13.6025	6	38	5	609	4	49559
609	to	9.1614	6	38	6	610	2	2148027
610	catch	13.5374	6	38	7	611	5	7622
611	up	8.77095	6	38	8	612	2	184030
612	on.'	29.0164	6	38	9	613	4	25
613	Abby	17.15385	6	38	10	614	4	214
614	had	10.38265	6	38	11	615	3	276988
615	a	7.3241	6	38	12	616	1	1933416
616	quick	12.0982	6	38	13	617	5	4129
617	temper	18.410899999999998	6	38	14	618	6	806
618	and	5.892049999999999	6	38	15	619	3	2001994
619	she	8.12935	6	38	16	620	3	209642
620	was	8.21455	6	38	17	621	3	865130
621	angry	16.41925	6	38	18	622	5	3653
622	as	8.4864	6	38	19	623	2	438309
623	hell.	22.96425	6	38	20	624	5	1445
624	'You've	26.8701	6	39	1	625	7	15
625	hoovered	32.4064	6	39	2	626	8	9
626	him	8.7871	6	39	3	627	3	156573
627	up,	20.3567	6	39	4	628	3	16108
628	haven't	21.323500000000003	6	39	5	629	7	18357
629	you?'	24.38445	6	39	6	630	5	91
630	she	9.31495	6	39	7	631	3	209642
631	said	9.15715	6	39	8	632	4	125616
632	accusingly.	43.1619	6	39	9	633	11	5
633	Abby's	23.757849999999998	6	40	1	634	6	36
634	mom	14.524149999999999	6	40	2	635	3	4557
635	denied	17.7425	6	40	3	636	6	1159
636	Abby's	22.73255	6	40	4	637	6	36
637	version	17.4326	6	40	5	638	7	5839
638	of	3.7366	6	40	6	639	2	2057315
639	the	6.865349999999999	6	40	7	640	3	4187023
640	story	12.524799999999999	6	40	8	641	5	14871
641	was	9.05285	6	40	9	642	3	865130
642	true	13.66215	6	40	10	643	4	10508
643	and	6.3441	6	40	11	644	3	2001994
644	said	12.3745	6	40	12	645	4	125616
645	that	7.0739	6	40	13	646	4	914941
646	she	8.67885	6	40	14	647	3	209642
647	was	8.21455	6	40	15	648	3	865130
648	careful,	20.14425	6	40	16	649	8	717
649	but	6.92975	6	40	17	650	3	262599
650	because	10.274149999999999	6	40	18	651	7	93258
651	Mr.	17.46545	6	40	19	652	3	39623
652	Sticky	23.5181	6	41	1	653	6	32
653	was	10.00615	6	41	2	654	3	865130
654	so	7.63375	6	41	3	655	2	222473
655	small	14.39255	6	41	4	656	5	23810
656	he	9.79895	6	41	5	657	2	463232
657	was	8.2638	6	41	6	658	3	865130
658	hard	13.913599999999999	6	41	7	659	4	20089
659	to	7.0213	6	41	8	660	2	2148027
660	see.	16.908749999999998	6	41	9	661	4	9498
661	'What's	23.086199999999998	6	42	1	662	7	60
662	wrong	14.971049999999998	6	42	2	663	5	13100
663	with	9.4104	6	42	3	664	4	532188
664	being	12.63925	6	42	4	665	5	55238
665	small?'	33.49465	6	42	5	666	7	0
666	'Nothing	19.29695	6	42	6	667	8	14
667	at	8.449850000000001	6	42	7	668	2	392110
668	all,	17.3356	6	42	8	669	4	8203
669	but	6.92975	6	42	9	670	3	262599
670	it	6.44985	6	42	10	671	2	676149
671	makes	12.08875	6	42	11	672	5	17925
672	things	10.80415	6	42	12	673	6	48783
673	hard	13.9838	6	42	13	674	4	20089
674	to	7.0213	6	42	14	675	2	2148027
675	find.'	29.6854	6	42	15	676	6	0
676	'Or	21.287100000000002	6	42	16	677	3	14
677	notice,'	36.069500000000005	6	42	17	678	8	0
678	Abby	16.3383	6	42	18	679	4	214
679	said,	18.748849999999997	6	42	19	680	5	20768
680	suddenly	14.23045	6	42	20	681	8	6267
681	feeling	14.700849999999999	6	42	21	682	7	9154
682	like	8.329049999999999	6	42	22	683	4	236876
683	the	6.5177	6	42	23	684	3	4187023
684	small,	19.121000000000002	6	42	24	685	6	1464
685	overlooked	20.158	6	42	25	686	10	252
686	Mr.	16.4932	6	42	26	687	3	39623
687	Sticky	23.5181	6	43	1	688	6	32
688	herself	15.471250000000001	6	43	2	689	7	7942
689	and	6.4878	6	43	3	690	3	2001994
690	storming	20.368650000000002	6	43	4	691	8	104
691	from	8.53765	6	43	5	692	4	307845
692	the	5.3491	6	43	6	693	3	4187023
693	room.	20.51215	6	43	7	694	5	6235
694	The	6.462400000000001	6	44	1	695	3	484810
695	door	12.8675	6	44	2	696	4	13494
696	to	9.37555	6	44	3	697	2	2148027
697	the	6.739750000000001	6	44	4	698	3	4187023
698	bedroom	15.0134	6	44	5	699	7	1224
699	opened	14.71015	6	44	6	700	6	8996
700	a	6.91645	6	44	7	701	1	1933416
701	few	9.90485	6	44	8	702	3	30257
702	minutes	11.53315	6	44	9	703	7	9579
703	later	10.5569	6	44	10	704	5	22466
704	and	6.82135	6	44	11	705	3	2001994
705	Mom's	18.88645	6	44	12	706	5	258
706	face	14.6677	6	44	13	707	4	19825
707	appeared.	23.5258	6	44	14	708	9	284
708	She	6.772550000000001	6	45	1	709	3	96180
709	was	7.6261	6	45	2	710	3	865130
710	there	8.3316	6	45	3	711	5	172849
711	to	10.1685	6	45	4	712	2	2148027
712	try	10.40535	6	45	5	713	3	25748
713	to	7.021800000000001	6	45	6	714	2	2148027
714	make	9.60895	6	45	7	715	4	92139
715	up	9.5401	6	45	8	716	2	184030
716	for	9.39025	6	45	9	717	3	657368
717	having	11.7514	6	45	10	718	6	26103
718	been	11.118	6	45	11	719	4	156669
719	insensitive	19.240949999999998	6	45	12	720	11	64
720	earlier.	24.3786	6	45	13	721	8	1160
721	She	6.772550000000001	6	46	1	722	3	96180
722	had	8.81425	6	46	2	723	3	276988
723	put	11.54345	6	46	3	724	3	74602
724	her	9.5164	6	46	4	725	3	234253
725	work	13.07695	6	46	5	726	4	49559
726	on	7.9411000000000005	6	46	6	727	2	560861
727	the	6.72485	6	46	7	728	3	4187023
728	back	10.69155	6	46	8	729	4	91646
729	burner	19.5077	6	46	9	730	6	86
730	and	6.05065	6	46	10	731	3	2001994
731	occupied	18.04635	6	46	11	732	8	1873
732	herself	13.5389	6	46	12	733	7	7942
733	with	10.842300000000002	6	46	13	734	4	532188
734	Sticky.	29.64425	6	46	14	735	7	2
735	Abby,	21.94425	6	47	1	736	5	145
736	who	9.626149999999999	6	47	2	737	3	154477
737	was	9.65695	6	47	3	738	3	865130
738	breathing	16.49935	6	47	4	739	9	1150
739	fire	13.301100000000002	6	47	5	740	4	10994
740	all	9.59455	6	47	6	741	3	272314
741	on	9.8414	6	47	7	742	2	560861
742	account	15.83475	6	47	8	743	7	4442
743	of	5.1395	6	47	9	744	2	2057315
744	the	6.865349999999999	6	47	10	745	3	4187023
745	little	9.304	6	47	11	746	6	104679
746	snail,	24.029049999999998	6	47	12	747	6	75
747	tried	15.03375	6	47	13	748	5	13667
748	to	6.2923	6	47	14	749	2	2148027
749	ignore	14.77525	6	47	15	750	6	1109
750	her,	16.3051	6	47	16	751	4	11442
751	but	6.92975	6	47	17	752	3	262599
752	it	6.44985	6	47	18	753	2	676149
753	was	9.09305	6	47	19	754	3	865130
754	hard	13.913599999999999	6	47	20	755	4	20089
755	when	10.4544	6	47	21	756	4	165726
756	Mom	12.3621	6	47	22	757	3	1572
757	walked	14.2305	6	47	23	758	6	5736
758	over	8.85735	6	47	24	759	4	100836
759	to	9.631450000000001	6	47	25	760	2	2148027
760	the	6.739750000000001	6	47	26	761	3	4187023
761	bed	13.66325	6	47	27	762	3	9158
762	and	5.98925	6	47	28	763	3	2001994
763	sat	14.2407	6	47	29	764	3	9390
764	next	11.03885	6	47	30	765	4	34926
765	to	8.3681	6	47	31	766	2	2148027
766	her.	19.136	6	47	32	767	4	24493
767	Mom,	18.05545	6	48	1	768	4	2036
768	who	9.626149999999999	6	48	2	769	3	154477
769	Abby	16.11355	6	48	3	770	4	214
770	still	12.5426	6	48	4	771	5	58667
771	strained	17.695	6	48	5	772	8	298
772	to	6.51785	6	48	6	773	2	2148027
773	remain	15.3607	6	48	7	774	6	4169
774	upset	17.2598	6	48	8	775	5	2317
775	with,	18.333750000000002	6	48	9	776	5	2920
776	had	12.7044	6	48	10	777	3	276988
777	gone	13.07765	6	48	11	778	4	16461
778	out	10.720849999999999	6	48	12	779	3	187808
779	to	9.058399999999999	6	48	13	780	2	2148027
780	find	11.4766	6	48	14	781	4	52461
781	her	8.34705	6	48	15	782	3	234253
782	glasses	14.892900000000001	6	48	16	783	7	1415
783	in	8.7803	6	48	17	784	2	1489991
784	order	12.392299999999999	6	48	18	785	5	15323
785	to	8.633700000000001	6	48	19	786	2	2148027
786	search	13.942	6	48	20	787	6	4874
787	for	5.3848	6	48	21	788	3	657368
788	Sticky	22.6789	6	48	22	789	6	32
789	more	12.6488	6	48	23	790	4	128373
790	effectively.	24.5808	6	48	24	791	12	110
791	'This	17.5674	6	49	1	792	5	245
792	is	6.2392	6	49	2	793	2	1041416
793	my	9.460799999999999	6	49	3	794	2	295510
794	new	11.757349999999999	6	49	4	795	3	57706
795	and	6.0603	6	49	5	796	3	2001994
796	extra	17.560200000000002	6	49	6	797	5	4446
797	powerful	17.372149999999998	6	49	7	798	8	4041
798	pair	15.82155	6	49	8	799	4	4073
799	I	3.8787000000000003	6	49	9	800	1	1412272
800	have	7.4064	6	49	10	801	4	464662
801	for	9.5206	6	49	11	802	3	657368
802	important	16.0987	6	49	12	803	9	20716
803	occasions	16.48205	6	49	13	804	9	713
804	like	8.21935	6	49	14	805	4	236876
805	snail	19.6622	6	49	15	806	5	203
806	hunting,'	34.28385	6	49	16	807	9	0
807	she	8.52495	6	49	17	808	3	209642
808	said.	18.338749999999997	6	49	18	809	5	7110
809	She	6.772550000000001	6	50	1	810	3	96180
810	smiled	13.2533	6	50	2	811	6	1866
811	at	7.6584	6	50	3	812	2	392110
812	Abby,	20.19295	6	50	4	813	5	145
813	trying	13.66755	6	50	5	814	6	23575
814	to	6.77055	6	50	6	815	2	2148027
815	butter	15.9569	6	50	7	816	6	1666
816	her	10.9028	6	50	8	817	3	234253
817	up,	20.62055	6	50	9	818	3	16108
818	but	6.92975	6	50	10	819	3	262599
819	Abby	16.448999999999998	6	50	11	820	4	214
820	didn't	18.26485	6	50	12	821	6	66753
821	smile	14.557199999999998	6	50	13	822	5	3119
822	back.	20.8265	6	50	14	823	5	17510
823	Abby	17.036099999999998	6	51	1	824	4	214
824	believed	16.02455	6	51	2	825	8	5752
825	her	9.98635	6	51	3	826	3	234253
826	mom's	19.2189	6	51	4	827	5	755
827	idea	16.659	6	51	5	828	4	16770
828	would	11.129000000000001	6	51	6	829	5	171047
829	not	8.35205	6	51	7	830	3	379396
830	succeed,	24.40265	6	51	8	831	8	158
831	but	6.92975	6	51	9	832	3	262599
832	then	8.86135	6	51	10	833	4	111897
833	she	7.507	6	51	11	834	3	209642
834	had	9.2661	6	51	12	835	3	276988
835	an	10.2512	6	51	13	836	2	248211
836	idea	12.76025	6	51	14	837	4	16770
837	of	6.15965	6	51	15	838	2	2057315
838	her	10.83175	6	51	16	839	3	234253
839	own.	21.57835	6	51	17	840	4	3458
840	'I've	24.80995	6	52	1	841	5	45
841	got	9.689250000000001	6	52	2	842	3	154110
842	a	6.76265	6	52	3	843	1	1933416
843	magnifying	24.431350000000002	6	52	4	844	10	95
844	glass,'	34.008799999999994	6	52	5	845	7	0
845	Abby	16.3383	6	52	6	846	4	214
846	suddenly	14.625	6	52	7	847	8	6267
847	remembered	16.2181	6	52	8	848	10	2913
848	and	5.54815	6	52	9	849	3	2001994
849	rushed	17.50255	6	52	10	850	6	1469
850	off	8.969999999999999	6	52	11	851	3	57270
851	to	9.252749999999999	6	52	12	852	2	2148027
852	find	11.4766	6	52	13	853	4	52461
853	it.	14.5092	6	52	14	854	3	119432
854	On	9.97715	6	53	1	855	2	36070
855	the	5.5031	6	53	2	856	3	4187023
856	floor	13.43645	6	53	3	857	5	5564
857	beside	14.92695	6	53	4	858	6	3548
858	each	10.17295	6	53	5	859	4	35867
859	other	9.1283	6	53	6	860	5	104746
860	they	9.887350000000001	6	53	7	861	4	274502
861	sat,	21.44975	6	53	8	862	4	157
862	shuffling	18.555	6	53	9	863	9	107
863	around	8.6197	6	53	10	864	6	40904
864	the	7.194100000000001	6	53	11	865	3	4187023
865	tank,	23.384349999999998	6	53	12	866	5	142
866	looking	12.5581	6	53	13	867	7	29194
867	all	9.28675	6	53	14	868	3	272314
868	over	9.96195	6	53	15	869	4	100836
869	the	6.8088	6	53	16	870	3	4187023
870	place	11.6205	6	53	17	871	5	35019
871	and	6.872199999999999	6	53	18	872	3	2001994
872	peering	18.69895	6	53	19	873	7	255
873	into	9.681550000000001	6	53	20	874	4	116557
874	the	5.32315	6	53	21	875	3	4187023
875	corners	16.33955	6	53	22	876	7	669
876	among	14.7582	6	53	23	877	5	13215
877	the	4.5728	6	53	24	878	3	4187023
878	big	11.6613	6	53	25	879	3	39308
879	pebbles	17.264	6	53	26	880	7	197
880	and	5.75155	6	53	27	881	3	2001994
881	the	7.45205	6	53	28	882	3	4187023
882	pond	15.5189	6	53	29	883	4	847
883	weed.	24.27075	6	53	30	884	5	100
884	Abby	17.036099999999998	6	54	1	885	4	214
885	tried	13.4728	6	54	2	886	5	13667
886	to	6.2923	6	54	3	887	2	2148027
887	imagine,	20.2553	6	54	4	888	8	380
888	if	8.0583	6	54	5	889	2	193531
889	she	6.0077	6	54	6	890	3	209642
890	were	11.1049	6	54	7	891	4	229411
891	Sticky,	29.5459	6	54	8	892	7	2
892	a	9.097999999999999	6	54	9	893	1	1933416
893	little	7.8826	6	54	10	894	6	104679
894	water	12.982	6	54	11	895	5	22590
895	snail,	23.29405	6	54	12	896	6	75
896	where	9.80295	6	54	13	897	5	99866
897	would	10.16815	6	54	14	898	5	171047
898	she	7.0854	6	54	15	899	3	209642
899	hide	15.4319	6	54	16	900	4	3932
900	out?	18.4112	6	54	17	901	4	3478
901	At	9.1417	6	54	18	902	2	30921
902	one	7.74995	6	54	19	903	3	250610
903	point	11.501349999999999	6	54	20	904	5	19966
904	she	7.98695	6	54	21	905	3	209642
905	thought	10.59405	6	54	22	906	7	51874
906	she	7.66815	6	54	23	907	3	209642
907	saw	12.02805	6	54	24	908	3	33810
908	him,	15.60735	6	54	25	909	4	20762
909	but	6.92975	6	54	26	910	3	262599
910	it	6.44985	6	54	27	911	2	676149
911	wasn't	19.021250000000002	6	54	28	912	6	20298
912	the	7.4033999999999995	6	54	29	913	3	4187023
913	water	11.070049999999998	6	54	30	914	5	22590
914	snail.	23.71715	6	54	31	915	6	45
915	It	5.52985	6	55	1	916	2	220551
916	was	7.6599	6	55	2	917	3	865130
917	a	7.3766	6	55	3	918	1	1933416
918	large	12.28915	6	55	4	919	5	17302
919	speck	17.500149999999998	6	55	5	920	5	179
920	of	4.5503	6	55	6	921	2	2057315
921	dust	16.86615	6	55	7	922	4	1709
922	that	6.4558	6	55	8	923	4	914941
923	was	9.51815	6	55	9	924	3	865130
924	deceptively	29.6338	6	55	10	925	11	27
925	bobbing	17.944499999999998	6	55	11	926	7	152
926	around	9.359300000000001	6	55	12	927	6	40904
927	in	9.657399999999999	6	55	13	928	2	1489991
928	the	5.56475	6	55	14	929	3	4187023
929	water	11.070049999999998	6	55	15	930	5	22590
930	like	9.89275	6	55	16	931	4	236876
931	a	6.7417	6	55	17	932	1	1933416
932	live	13.090050000000002	6	55	18	933	4	25663
933	animal.	25.0681	6	55	19	934	7	680
934	They	7.21295	6	56	1	935	4	94337
935	were	7.9052	6	56	2	936	4	229411
936	ready	12.79435	6	56	3	937	5	14076
937	to	7.40915	6	56	4	938	2	2148027
938	call	11.20335	6	56	5	939	4	34232
939	it	6.099	6	56	6	940	2	676149
940	quits,	23.919150000000002	6	56	7	941	6	9
941	when	9.55365	6	56	8	942	4	165726
942	suddenly	13.9489	6	56	9	943	8	6267
943	Mom	13.055399999999999	6	56	10	944	3	1572
944	cried,	21.066200000000002	6	56	11	945	6	976
945	'Ah	20.5726	6	56	12	946	3	4
946	ha!'	32.949600000000004	6	56	13	947	4	1
947	Tucked	26.66035	6	56	14	948	6	13
948	in	6.4581	6	56	15	949	2	1489991
949	a	7.07495	6	56	16	950	1	1933416
950	curve	14.6055	6	56	17	951	5	1083
951	of	6.11745	6	56	18	952	2	2057315
952	the	6.865349999999999	6	56	19	953	3	4187023
953	archway,	33.372550000000004	6	56	20	954	8	29
954	perfectly	14.76125	6	56	21	955	9	3228
955	hidden	16.17935	6	56	22	956	6	2866
956	against	11.714649999999999	6	56	23	957	7	33397
957	a	6.9549	6	56	24	958	1	1933416
958	pitch	16.465249999999997	6	56	25	959	5	1130
959	dark	15.325750000000001	6	56	26	960	4	8159
960	stone,	21.9735	6	56	27	961	6	542
961	sat	14.95755	6	56	28	962	3	9390
962	Mr.	17.2854	6	56	29	963	3	39623
963	Sticky,	29.8227	6	57	1	964	7	2
964	safe	15.051549999999999	6	57	2	965	4	5424
965	and	5.10925	6	57	3	966	3	2001994
966	sound.	24.168799999999997	6	57	4	967	6	1156
967	'You,	23.95595	6	58	1	968	5	1
968	I	3.18935	6	58	2	969	1	1412272
969	can	5.41875	6	58	3	970	3	239655
970	always	12.427800000000001	6	58	4	971	6	44993
971	count	14.213000000000001	6	58	5	972	5	3810
972	on,'	26.6431	6	58	6	973	4	10
973	Abby	16.3383	6	58	7	974	4	214
974	said	10.4902	6	58	8	975	4	125616
975	to	8.769400000000001	6	58	9	976	2	2148027
976	her	10.176649999999999	6	58	10	977	3	234253
977	mom,	18.87855	6	58	11	978	4	692
978	with	10.231750000000002	6	58	12	979	4	532188
979	relief.	23.048250000000003	6	58	13	980	7	396
980	Then	8.0865	6	59	1	981	4	36779
981	she	6.3317499999999995	6	59	2	982	3	209642
982	noticed	14.56935	6	59	3	983	7	3311
983	another	12.76075	6	59	4	984	7	43267
984	water	12.8595	6	59	5	985	5	22590
985	snail	16.9332	6	59	6	986	5	203
986	was	9.66515	6	59	7	987	3	865130
